title,author,genre,status,release_day,views,subscribers,rating,chapter,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,TowerofGodis#1,Ilpyo and Smart dude are so OP now I love it,"Feb 17, 2016",184,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,Rurury,am I the only one who thought that the guy with the ninetails power looked like sonic for a moment?,"Apr 14, 2016",132,2,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,Yami Whisper,"Am I... The only one... Who doesn't want Pandora girl dead? She does need her ass kicked by Mori, but then hopefully she will come to her senses ","Jan 12, 2016",163,18,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,Czarina Cadungon,"For the first time,  I'm glad that girl interrupted something!  ","Nov 23, 2015",97,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,『SSS』,the girl's obsessed with him ....,"Dec 10, 2017",55,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,sраđэz,"The title God of High School.. It's not ""The Leader of High School"". The title of God is probably the highest tier. Sooo.. if the main character was OP from the beginning and leagues ahead of all the other characters, it would be one hell of a boring story and predictable. And I saw another top comment saying it's just fights over and over... It's a action comedy. There better be epic and multiple battles. And wait it out, see where the story goes. So far so great. I mean it's getting an anime..","Apr 20, 2020",45,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,Nightcore Reborn,"How did this go from a martial art contest to different worlds, magic, and wars... ","May 18, 2019",36,2,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,Here for laughter,I thought that ilpyo was black haired super sayain 3,"Jan 14, 2018",29,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,chkzYanne,bitch is back,"Jul 05, 2015",27,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,158,879,594306,54670,30376719,2014-06-30,⚜️ Addicted ⚜️,I have a theory: Remember the person mori's grandpa killed the one who is from north korea. i think that is the father or relative of bishop pandora thats why she wants to kill mori so badly. and also because they suffered alot/ her mother.,"Feb 23, 2019",22,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,xXLiquidxFireXx,That's so sad....my feels. Those dudes deserve the goddang best,"Jun 23, 2015",33005,56,16,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,meow,T_T no wonder she's so twisted.,"Aug 13, 2014",23703,155,19,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,Alan,This really makes me cry,"Nov 22, 2014",19134,87,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,Cynistera,This is not S. Kiera's fault. This happened because of the cruelty of N. Korea..,"Oct 30, 2014",531,7,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,has been deleted,"for those who don't know, yes Kim Jong is a Huge Mother F... yes you go to jail if you watch anime or K drama or any show at all because North Korea does not allows this, that is not all, you go to jail, so does your newborn children and grandchildren, why? because Kim Jong Un why else? i dont want to go all political, it ruins the atmosphere, but dont question the depiction of negative image of North Korea, its on spot.","Jul 13, 2016",493,2,11,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,최현태,this comment section kills me...everytime u guys Hate a chracter for ever until you get their back story and then u love em lol ,"Aug 06, 2016",329,1,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,Shannon Edwards,Those are THE manlyest men In the comic world,"Feb 13, 2016",214,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,theAirHead,although i do understand her mother's hatred. but i still think that it's still a bit naive to place her entire hatred on the south-korea. & to pass on those feelings to her daughter *smh* - not impressed.  D:,"May 03, 2016",185,4,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,Painguin,"Wtf. Of course the guys in the mine prison camp are the sweetest, most selfless characters in the entire story 😭😭😭. Any other story they would have turned on them but nope. Stayed pure til the end. ","Jan 23, 2019",144,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,Chris kaiser,I knew this was coming. The part where the author changes everyone's mind about Pandora girl. ,"Feb 26, 2018",83,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,159,674,594306,54044,30376719,2014-06-30,Aяαqíҽℓ,It's great that the author incorporated not just different mythologies but also the cruel reality of North Korea.,"Jun 22, 2017",63,0,0,2022-12-29
